,Description,Lat,Lon,RackType,RackCount,ShelterIndicator,geometry,within
2338,600279-1,1.3406586016760116,103.7470185446899,HDB_RACKS,2,Y,POINT (103.7470185446899 1.3406586016760116),TOH GUAN
2339,600279-2,1.3408053855441369,103.74675579722988,HDB_RACKS,2,Y,POINT (103.74675579722988 1.3408053855441369),TOH GUAN
2340,600279-3,1.3406978055120375,103.74668893072788,HDB_RACKS,3,Y,POINT (103.74668893072788 1.3406978055120375),TOH GUAN
2341,600279-4,1.3408324135703882,103.746787388524,HDB_RACKS,3,Y,POINT (103.746787388524 1.3408324135703882),TOH GUAN
2342,600279-5,1.3407735911611836,103.74681319099332,HDB_RACKS,3,Y,POINT (103.74681319099332 1.3407735911611836),TOH GUAN
2343,600279-6,1.3408043324804582,103.74694851005914,HDB_RACKS,3,Y,POINT (103.74694851005914 1.3408043324804582),TOH GUAN
2344,600279-7,1.3408615668151869,103.74697325534676,HDB_RACKS,6,Y,POINT (103.74697325534676 1.3408615668151869),TOH GUAN
2345,600279-8,1.3406758702883232,103.74697707772576,HDB_RACKS,10,Y,POINT (103.74697707772576 1.3406758702883232),TOH GUAN
2346,600280-1,1.3406448318822268,103.74726233211317,HDB_RACKS,3,Y,POINT (103.74726233211317 1.3406448318822268),TOH GUAN
2347,600280-2,1.3405112869050937,103.74725285914045,HDB_RACKS,6,Y,POINT (103.74725285914045 1.3405112869050937),TOH GUAN
2348,600280-3,1.3404614864377316,103.74764565792108,HDB_RACKS,7,Y,POINT (103.74764565792108 1.3404614864377316),TOH GUAN
2349,600280-4,1.3404752527178814,103.74730130177876,HDB_RACKS,9,Y,POINT (103.74730130177876 1.3404752527178814),TOH GUAN
2350,600281-1,1.3398424763347838,103.74648519077311,HDB_RACKS,1,Y,POINT (103.74648519077311 1.3398424763347838),TOH GUAN
2351,600281-2,1.3399961561138525,103.74641252317188,HDB_RACKS,3,Y,POINT (103.74641252317188 1.3399961561138525),TOH GUAN
2352,600281-3,1.3398668478648093,103.74632617555989,HDB_RACKS,3,Y,POINT (103.74632617555989 1.3398668478648093),TOH GUAN
2353,600281-4,1.3399548224040154,103.74645675382568,HDB_RACKS,4,Y,POINT (103.74645675382568 1.3399548224040154),TOH GUAN
2354,600281-5,1.340015239680114,103.74657364299502,HDB_RACKS,6,Y,POINT (103.74657364299502 1.340015239680114),TOH GUAN
2355,600281-6,1.3399728449276551,103.74658628136164,HDB_RACKS,6,Y,POINT (103.74658628136164 1.3399728449276551),TOH GUAN
2356,600281-7,1.339819740289842,103.74665413678838,HDB_RACKS,10,Y,POINT (103.74665413678838 1.339819740289842),TOH GUAN
2357,600282-1,1.3395764723334849,103.74720445032214,HDB_RACKS,7,Y,POINT (103.74720445032214 1.3395764723334849),TOH GUAN
2358,600282-2,1.3393772172775298,103.747263429469,HDB_RACKS,7,Y,POINT (103.747263429469 1.3393772172775298),TOH GUAN
2359,600283-1,1.339247910657783,103.7472223640352,HDB_RACKS,7,Y,POINT (103.7472223640352 1.339247910657783),TOH GUAN
2360,600283-2,1.3391207140546135,103.74690433994483,HDB_RACKS,7,Y,POINT (103.74690433994483 1.3391207140546135),TOH GUAN
2361,600283-3,1.3391588648156256,103.74676954501908,HDB_RACKS,8,Y,POINT (103.74676954501908 1.3391588648156256),TOH GUAN
2362,600284-1,1.3393951971887088,103.74619245170686,HDB_RACKS,3,Y,POINT (103.74619245170686 1.3393951971887088),TOH GUAN
2363,600284-2,1.3395721997920438,103.74627458535244,HDB_RACKS,5,Y,POINT (103.74627458535244 1.3395721997920438),TOH GUAN
2364,600284-3,1.3394110932072667,103.746132425936,HDB_RACKS,6,Y,POINT (103.746132425936 1.3394110932072667),TOH GUAN
2365,600401-1,1.3204526674222634,103.7503696439014,HDB_RACKS,5,Y,POINT (103.7503696439014 1.3204526674222634),TEBAN GARDENS
2366,600401-2,1.320268054504044,103.750210867563,HDB_RACKS,5,Y,POINT (103.750210867563 1.320268054504044),TEBAN GARDENS
2367,600402-1,1.3207309309100417,103.74960857364212,HDB_RACKS,4,Y,POINT (103.74960857364212 1.3207309309100417),TEBAN GARDENS
2368,600402-2,1.3206896073474843,103.74980294670362,HDB_RACKS,5,Y,POINT (103.74980294670362 1.3206896073474843),TEBAN GARDENS
2369,600402-3,1.3207447055846544,103.74955108296147,HDB_RACKS,5,Y,POINT (103.74955108296147 1.3207447055846544),TEBAN GARDENS
2370,600402-4,1.3207088924888792,103.74973724299068,HDB_RACKS,10,Y,POINT (103.74973724299068 1.3207088924888792),TEBAN GARDENS
2371,600403-1,1.3202652797730894,103.74963870317954,HDB_RACKS,3,Y,POINT (103.74963870317954 1.3202652797730894),TEBAN GARDENS
2372,600403-2,1.3203589443402437,103.74914045155587,HDB_RACKS,16,Y,POINT (103.74914045155587 1.3203589443402437),TEBAN GARDENS
2373,600403-3,1.3202597674536598,103.74958942600372,HDB_RACKS,21,Y,POINT (103.74958942600372 1.3202597674536598),TEBAN GARDENS
2374,600404-1,1.3197582947753514,103.74955385368736,HDB_RACKS,3,Y,POINT (103.74955385368736 1.3197582947753514),TEBAN GARDENS
2375,600404-2,1.319777578982872,103.74946077366208,HDB_RACKS,3,Y,POINT (103.74946077366208 1.319777578982872),TEBAN GARDENS
2376,600404-3,1.319879510052424,103.74897620993208,HDB_RACKS,3,Y,POINT (103.74897620993208 1.319879510052424),TEBAN GARDENS
2377,600404-4,1.3197720699120357,103.74950731349156,HDB_RACKS,16,Y,POINT (103.74950731349156 1.3197720699120357),TEBAN GARDENS
2378,600404-5,1.319876756038496,103.74901727452968,HDB_RACKS,19,Y,POINT (103.74901727452968 1.319876756038496),TEBAN GARDENS
2379,600405-1,1.3191741643996888,103.7495894623133,HDB_RACKS,5,Y,POINT (103.7495894623133 1.3191741643996888),TEBAN GARDENS
2380,600405-2,1.3193119316464794,103.74960040825742,HDB_RACKS,5,Y,POINT (103.74960040825742 1.3193119316464794),TEBAN GARDENS
2381,600405-3,1.3193615278578943,103.74960314421446,HDB_RACKS,9,Y,POINT (103.74960314421446 1.3193615278578943),TEBAN GARDENS
2382,600406-1,1.3187773917295624,103.74946901999856,HDB_RACKS,5,Y,POINT (103.74946901999856 1.3187773917295624),TEBAN GARDENS
2383,600406-2,1.3187608622877005,103.7495456741172,HDB_RACKS,6,Y,POINT (103.7495456741172 1.3187608622877005),TEBAN GARDENS
2384,600406-3,1.3187884111719803,103.74941426706972,HDB_RACKS,11,Y,POINT (103.74941426706972 1.3187884111719803),TEBAN GARDENS
2385,600406-4,1.3188765673054652,103.74898171903295,HDB_RACKS,17,Y,POINT (103.74898171903295 1.3188765673054652),TEBAN GARDENS
2386,600407-1,1.318804915398087,103.74859845361875,HDB_RACKS,16,Y,POINT (103.74859845361875 1.318804915398087),TEBAN GARDENS
2387,600407-2,1.3190969836206254,103.74866962208456,HDB_RACKS,21,Y,POINT (103.74866962208456 1.3190969836206254),TEBAN GARDENS
2388,600408-1,1.318149160911809,103.7490638722896,HDB_RACKS,4,Y,POINT (103.7490638722896 1.318149160911809),TEBAN GARDENS
2389,600408-2,1.3181381448281584,103.74921717975111,HDB_RACKS,5,Y,POINT (103.74921717975111 1.3181381448281584),TEBAN GARDENS
2390,600408-3,1.3183034392415494,103.74846158924942,HDB_RACKS,6,Y,POINT (103.74846158924942 1.3183034392415494),TEBAN GARDENS
2391,600408-4,1.3181216101819548,103.74914052676075,HDB_RACKS,6,Y,POINT (103.74914052676075 1.3181216101819548),TEBAN GARDENS
2392,600408-5,1.3181656907130228,103.7489981687328,HDB_RACKS,7,Y,POINT (103.7489981687328 1.3181656907130228),TEBAN GARDENS
2393,600409-1,1.3185568844867075,103.74713656921628,HDB_RACKS,4,Y,POINT (103.74713656921628 1.3185568844867075),TEBAN GARDENS
2394,600409-2,1.318543112247687,103.74726250047752,HDB_RACKS,5,Y,POINT (103.74726250047752 1.318543112247687),TEBAN GARDENS
2395,600409-3,1.31844944263658,103.7476047070632,HDB_RACKS,5,Y,POINT (103.7476047070632 1.31844944263658),TEBAN GARDENS
2396,600410-1,1.318942649446719,103.74764575458744,HDB_RACKS,5,Y,POINT (103.74764575458744 1.318942649446719),TEBAN GARDENS
2397,600410-2,1.3190390701902093,103.74718309225656,HDB_RACKS,15,Y,POINT (103.74718309225656 1.3190390701902093),TEBAN GARDENS
2398,600411-1,1.3193228557427508,103.74677517598434,HDB_RACKS,2,Y,POINT (103.74677517598434 1.3193228557427508),TEBAN GARDENS
2399,600411-2,1.3193752075658012,103.7467861247248,HDB_RACKS,2,Y,POINT (103.7467861247248 1.3193752075658012),TEBAN GARDENS
2400,600411-3,1.3193283643787164,103.74671768561106,HDB_RACKS,5,Y,POINT (103.74671768561106 1.3193283643787164),TEBAN GARDENS
2401,600411-4,1.319377961069085,103.74673410967551,HDB_RACKS,5,Y,POINT (103.74673410967551 1.319377961069085),TEBAN GARDENS
2402,600411-5,1.3192760124595244,103.74670399925736,HDB_RACKS,10,Y,POINT (103.74670399925736 1.3192760124595244),TEBAN GARDENS
2403,600412-1,1.3196342231251064,103.74718307178472,HDB_RACKS,4,Y,POINT (103.74718307178472 1.3196342231251064),TEBAN GARDENS
2404,600412-2,1.3195928981264906,103.74732816753342,HDB_RACKS,14,Y,POINT (103.74732816753342 1.3195928981264906),TEBAN GARDENS
2405,600412-3,1.319686564817085,103.7469038319618,HDB_RACKS,16,Y,POINT (103.7469038319618 1.319686564817085),TEBAN GARDENS
2406,600413-1,1.3194413765585375,103.74796330240795,HDB_RACKS,5,Y,POINT (103.74796330240795 1.3194413765585375),TEBAN GARDENS
2407,600413-2,1.319389026440341,103.74800163098328,HDB_RACKS,9,Y,POINT (103.74800163098328 1.319389026440341),TEBAN GARDENS
2408,600414-1,1.320146708410821,103.74696951912512,HDB_RACKS,4,Y,POINT (103.74696951912512 1.320146708410821),TEBAN GARDENS
2409,600414-2,1.3201604823483213,103.74689012743096,HDB_RACKS,5,Y,POINT (103.74689012743096 1.3201604823483213),TEBAN GARDENS
2410,600414-3,1.3200805841727252,103.74707902657627,HDB_RACKS,8,Y,POINT (103.74707902657627 1.3200805841727252),TEBAN GARDENS
2411,601221-1,1.3407077703740724,103.73625825280187,HDB_RACKS,3,Y,POINT (103.73625825280187 1.3407077703740724),YUHUA
2412,601221-2,1.3407077600156037,103.7359989769414,HDB_RACKS,4,Y,POINT (103.7359989769414 1.3407077600156037),YUHUA
2413,601221-3,1.3407141433282408,103.73646693805227,HDB_RACKS,4,Y,POINT (103.73646693805227 1.3407141433282408),YUHUA
2414,601225-1,1.3420252877645753,103.73711191452291,HDB_RACKS,5,Y,POINT (103.73711191452291 1.3420252877645753),YUHUA
2415,601225-2,1.3420825472063482,103.73654593172132,HDB_RACKS,8,Y,POINT (103.73654593172132 1.3420825472063482),YUHUA
2416,601285-1,1.3385452717793676,103.74626551389063,HDB_RACKS,3,Y,POINT (103.74626551389063 1.3385452717793676),TOH GUAN
2417,601285-2,1.3383787362459976,103.7460990251026,HDB_RACKS,6,Y,POINT (103.7460990251026 1.3383787362459976),TOH GUAN
2418,601285A-P1,1.3386059190059565,103.74638039995044,HDB_RACKS,14,Y,POINT (103.74638039995044 1.3386059190059565),TOH GUAN
2419,601286-1,1.3389542897536375,103.7456946604289,HDB_RACKS,3,Y,POINT (103.7456946604289 1.3389542897536375),TOH GUAN
2420,601286-2,1.33870345506901,103.74571018131954,HDB_RACKS,6,Y,POINT (103.74571018131954 1.33870345506901),TOH GUAN
2421,601286A-P1,1.3387581339028716,103.7457823937998,HDB_RACKS,14,Y,POINT (103.7457823937998 1.3387581339028716),TOH GUAN
2422,601287-1,1.338298506162282,103.74368330396965,HDB_RACKS,3,Y,POINT (103.74368330396965 1.338298506162282),TOH GUAN
2423,601287-2,1.3384785723687964,103.74384668972796,HDB_RACKS,6,Y,POINT (103.74384668972796 1.3384785723687964),TOH GUAN
2424,601287-3,1.338534890816521,103.74377477561065,HDB_RACKS,10,Y,POINT (103.74377477561065 1.338534890816521),TOH GUAN
2425,601288-1,1.3388376253855203,103.74312899146798,HDB_RACKS,6,Y,POINT (103.74312899146798 1.3388376253855203),TOH GUAN
2426,601288A-P1,1.3388996533595456,103.74315822057716,HDB_RACKS,14,Y,POINT (103.74315822057716 1.3388996533595456),TOH GUAN
2427,602285-1,1.3384162335682968,103.74689013208788,HDB_RACKS,20,Y,POINT (103.74689013208788 1.3384162335682968),TOH GUAN
2428,602286-1,1.3386035216304235,103.7452758508697,HDB_RACKS,6,Y,POINT (103.7452758508697 1.3386035216304235),TOH GUAN
2429,602286-2,1.338563961701836,103.74502352485663,HDB_RACKS,3,Y,POINT (103.74502352485663 1.338563961701836),TOH GUAN
2430,602286B-P1,1.3385527619398423,103.74495223536852,HDB_RACKS,8,Y,POINT (103.74495223536852 1.3385527619398423),TOH GUAN
2431,602287-1,1.338281882409162,103.74448061759904,HDB_RACKS,6,Y,POINT (103.74448061759904 1.338281882409162),TOH GUAN
2432,20 AYER RAJAH CRESCENT,1.2950514945180045,103.7895835447303,JTC_RACKS,5,N,POINT (103.7895835447303 1.2950514945180045),ONE NORTH
2433,602287-2,1.3383842693319556,103.74452041745496,HDB_RACKS,10,Y,POINT (103.74452041745496 1.3383842693319556),TOH GUAN
2434,602288-1,1.339054100286902,103.74276497029106,HDB_RACKS,8,Y,POINT (103.74276497029106 1.339054100286902),TOH GUAN
2435,602288-2,1.3389687563847783,103.74283219175184,HDB_RACKS,9,Y,POINT (103.74283219175184 1.3389687563847783),TOH GUAN
2436,602288-P1,1.3388288405678712,103.74301751710404,HDB_RACKS,14,Y,POINT (103.74301751710404 1.3388288405678712),TOH GUAN
2437,603285-1,1.3378822846801164,103.74651786463158,HDB_RACKS,10,Y,POINT (103.74651786463158 1.3378822846801164),TOH GUAN
2438,603286-1,1.3389282271451175,103.74452506180758,HDB_RACKS,20,Y,POINT (103.74452506180758 1.3389282271451175),TOH GUAN
2439,603286-2,1.3392716953302803,103.74454986860702,HDB_RACKS,4,Y,POINT (103.74454986860702 1.3392716953302803),TOH GUAN
2440,603286-3,1.3391946746085348,103.74452815466952,HDB_RACKS,5,Y,POINT (103.74452815466952 1.3391946746085348),TOH GUAN
2441,603287-1,1.3380550048166695,103.74500492881111,HDB_RACKS,3,Y,POINT (103.74500492881111 1.3380550048166695),TOH GUAN
2442,603287-2,1.3378603671735292,103.74483533870202,HDB_RACKS,6,Y,POINT (103.74483533870202 1.3378603671735292),TOH GUAN
2443,603287-3,1.337801216789381,103.7449057300006,HDB_RACKS,10,Y,POINT (103.7449057300006 1.337801216789381),TOH GUAN
2444,603288-1,1.3394975106259186,103.74344541083312,HDB_RACKS,5,Y,POINT (103.74344541083312 1.3394975106259186),TOH GUAN
2445,603288-2,1.3391987914070425,103.74326341502696,HDB_RACKS,5,Y,POINT (103.74326341502696 1.3391987914070425),TOH GUAN
2446,603288-3,1.3398108033789329,103.74368635147952,HDB_RACKS,10,Y,POINT (103.74368635147952 1.3398108033789329),TOH GUAN
2447,603288C-P4,1.3392041279059816,103.74321097423164,HDB_RACKS,6,Y,POINT (103.74321097423164 1.3392041279059816),TOH GUAN
2448,603288C-P5,1.339161644919415,103.74325318760734,HDB_RACKS,8,Y,POINT (103.74325318760734 1.339161644919415),TOH GUAN
2449,604285-1,1.338090421358368,103.74580844525698,HDB_RACKS,6,Y,POINT (103.74580844525698 1.338090421358368),TOH GUAN
2450,604286-1,1.3396682417013202,103.74448573834636,HDB_RACKS,3,Y,POINT (103.74448573834636 1.3396682417013202),TOH GUAN
2451,604286-2,1.3397077999081075,103.74469152857986,HDB_RACKS,3,Y,POINT (103.74469152857986 1.3397077999081075),TOH GUAN
2452,604286D-P1,1.3379544790310574,103.74609549319617,HDB_RACKS,14,Y,POINT (103.74609549319617 1.3379544790310574),TOH GUAN
2453,28 AYER RAJAH CRESCENT (MDF ROOM),1.296132337749062,103.79019908434586,JTC_RACKS,16,N,POINT (103.79019908434586 1.296132337749062),ONE NORTH
2454,604286D-P3,1.3381421122030226,103.74590201577315,HDB_RACKS,14,Y,POINT (103.74590201577315 1.3381421122030226),TOH GUAN
2455,604287-1,1.337867624707573,103.7440618105389,HDB_RACKS,7,Y,POINT (103.7440618105389 1.337867624707573),TOH GUAN
2456,604288-1,1.3397848005186717,103.74415998343656,HDB_RACKS,10,Y,POINT (103.74415998343656 1.3397848005186717),TOH GUAN
2457,604288-P1,1.3396467072824427,103.74407981828824,HDB_RACKS,6,Y,POINT (103.74407981828824 1.3396467072824427),TOH GUAN
2458,604288-P2,1.3400007419628424,103.74399186414377,HDB_RACKS,8,Y,POINT (103.74399186414377 1.3400007419628424),TOH GUAN
2459,605288-1,1.340313511943503,103.74361497823276,HDB_RACKS,12,Y,POINT (103.74361497823276 1.340313511943503),TOH GUAN
2460,605288E-P1,1.340326445840483,103.7436928517756,HDB_RACKS,8,Y,POINT (103.7436928517756 1.340326445840483),TOH GUAN
2461,28 AYER RAJAH CRESCENT (SPRINKLER TANK ROOM),1.2963103458170515,103.7898825812488,JTC_RACKS,14,N,POINT (103.7898825812488 1.2963103458170515),ONE NORTH
2462,73 AYER RAJAH CRESCENT,1.297247205626321,103.78689443108598,JTC_RACKS,10,N,POINT (103.78689443108598 1.297247205626321),ONE NORTH
2463,75 AYER RAJAH CRESCENT,1.2977039395045276,103.7862870215558,JTC_RACKS,10,N,POINT (103.7862870215558 1.2977039395045276),ONE NORTH
2464,77 AYER RAJAH CRESCENT,1.29805997111327,103.78653369902364,JTC_RACKS,10,N,POINT (103.78653369902364 1.29805997111327),ONE NORTH
2465,79 AYER RAJAH CRESCENT,1.2977133324363062,103.7875762944424,JTC_RACKS,10,N,POINT (103.7875762944424 1.2977133324363062),ONE NORTH
2466,81 AYER RAJAH CRESCENT,1.2982613957494369,103.78591000353144,JTC_RACKS,10,N,POINT (103.78591000353144 1.2982613957494369),ONE NORTH
2467,ARC BLOCK 51,1.2941296452698774,103.78789751296604,JTC_RACKS,5,N,POINT (103.78789751296604 1.2941296452698774),ONE NORTH
2468,ARC BLOCK 55,1.294120258672059,103.78693870490936,JTC_RACKS,6,N,POINT (103.78693870490936 1.294120258672059),ONE NORTH
2469,ARC BLOCK 67,1.2954647289371788,103.78692937164509,JTC_RACKS,5,N,POINT (103.78692937164509 1.2954647289371788),ONE NORTH
2470,ARC BLOCK 69,1.2962657891979643,103.78690143059085,JTC_RACKS,7,N,POINT (103.78690143059085 1.2962657891979643),ONE NORTH
2471,ARC BLOCK 71,1.2969028916214935,103.78698054401956,Yellow Box,30,N,POINT (103.78698054401956 1.2969028916214935),ONE NORTH
2472,BUKIT BATOK INDUSTRIAL PARK A (BLOCK 2021),1.342371387268706,103.75293048870311,Yellow Box,11,N,POINT (103.75293048870311 1.342371387268706),BUKIT BATOK SOUTH
2473,BUKIT BATOK INDUSTRIAL PARK A (BLOCK 2022),1.3430375751950745,103.751736439533,Yellow Box,13,N,POINT (103.751736439533 1.3430375751950745),BUKIT BATOK SOUTH
2474,BUKIT BATOK INDUSTRIAL PARK A (BLOCK 2023),1.3435977974145148,103.75222147319948,Yellow Box,12,N,POINT (103.75222147319948 1.3435977974145148),BUKIT BATOK SOUTH
2475,BUKIT BATOK INDUSTRIAL PARK A (BLOCK 2024),1.3429779887577442,103.75331078178104,Yellow Box,11,N,POINT (103.75331078178104 1.3429779887577442),BUKIT BATOK SOUTH
2476,FUSIONOPOLIS ONE,1.299494546419299,103.78786831561816,JTC_RACKS,10,N,POINT (103.78786831561816 1.299494546419299),ONE NORTH
2477,FUSIONOPOLIS TWO,1.298562735980299,103.78896853747084,JTC_RACKS,10,N,POINT (103.78896853747084 1.298562735980299),ONE NORTH
2478,NANOS,1.3044199273556525,103.79228996854386,JTC_RACKS,10,N,POINT (103.79228996854386 1.3044199273556525),ONE NORTH
2479,ONE-NORTH MRT YB_1,1.299862857277075,103.78733336510058,Yellow Box,20,N,POINT (103.78733336510058 1.299862857277075),ONE NORTH
2480,PIXEL,1.3006699225670535,103.78964935578922,JTC_RACKS,10,N,POINT (103.78964935578922 1.3006699225670535),ONE NORTH
2481,PROTEOS,1.3028884773587428,103.7929501176214,JTC_RACKS,10,N,POINT (103.7929501176214 1.3028884773587428),ONE NORTH
2482,SKYTECH,1.3423904050080195,103.75423763356882,Yellow Box,14,N,POINT (103.75423763356882 1.3423904050080195),BUKIT BATOK SOUTH
2483,650290-1,1.3439744124298478,103.75696871821194,HDB_RACKS,7,Y,POINT (103.75696871821194 1.3439744124298478),BUKIT BATOK SOUTH
2484,650290-2,1.343920228646778,103.75711516648498,HDB_RACKS,10,Y,POINT (103.75711516648498 1.343920228646778),BUKIT BATOK SOUTH
2485,650291-1,1.3434888490787849,103.75585530884568,HDB_RACKS,5,Y,POINT (103.75585530884568 1.3434888490787849),BUKIT BATOK SOUTH
2486,650299-1,1.3443484489739406,103.74719856766296,HDB_RACKS,10,Y,POINT (103.74719856766296 1.3443484489739406),BUKIT BATOK SOUTH
2487,651290-2,1.3434151755215158,103.75656923804291,HDB_RACKS,8,Y,POINT (103.75656923804291 1.3434151755215158),BUKIT BATOK SOUTH
2488,651291-1,1.3432341657627438,103.75592207922648,HDB_RACKS,5,Y,POINT (103.75592207922648 1.3432341657627438),BUKIT BATOK SOUTH
2489,BESIDE OVERHEAD BRIDGE AT CHINESE GARDEN MRT,1.3416945904520756,103.73358630951113,Yellow Box,16,N,POINT (103.73358630951113 1.3416945904520756),JURONG LAKE
2490,651296-1,1.344040529997684,103.74645396610394,HDB_RACKS,4,Y,POINT (103.74645396610394 1.344040529997684),BUKIT BATOK SOUTH
2491,651296-2,1.34400316433255,103.74656293514172,HDB_RACKS,11,Y,POINT (103.74656293514172 1.34400316433255),BUKIT BATOK SOUTH
2492,652289-1,1.3436687621296837,103.75977832694362,HDB_RACKS,6,Y,POINT (103.75977832694362 1.3436687621296837),BUKIT BATOK SOUTH
2493,652291-1,1.3430975951033193,103.75542459614148,HDB_RACKS,5,Y,POINT (103.75542459614148 1.3430975951033193),BUKIT BATOK SOUTH
2494,652291-2,1.3431452771429997,103.7553093756481,HDB_RACKS,10,Y,POINT (103.7553093756481 1.3431452771429997),BUKIT BATOK SOUTH
2495,652296-1,1.3435970046868957,103.74743307618884,HDB_RACKS,2,Y,POINT (103.74743307618884 1.3435970046868957),BUKIT BATOK SOUTH
2496,652296-2,1.3436376304948758,103.74762477708737,HDB_RACKS,4,Y,POINT (103.74762477708737 1.3436376304948758),BUKIT BATOK SOUTH
2497,652296-3,1.3436043667790156,103.74742883832428,HDB_RACKS,4,Y,POINT (103.74742883832428 1.3436043667790156),BUKIT BATOK SOUTH
2498,652296-4,1.3435612611011634,103.74746697847569,HDB_RACKS,6,Y,POINT (103.74746697847569 1.3435612611011634),BUKIT BATOK SOUTH
