,Name,Description,geometry,within
282,kml_283,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Henderson Park Connector</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Southern Ridges Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>571FF3275128A72B</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20220214184553</td> </tr></table></center>","LINESTRING Z (103.823266387292 1.29066236848186 0, 103.823268588137 1.2905818809228 0, 103.823229409788 1.29038823273716 0, 103.823205706562 1.29031185269951 0, 103.82318870729 1.29025222514316 0, 103.823176135977 1.2902064705614 0, 103.8231651766 1.29017252066055 0)",HENDERSON HILL
283,kml_284,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Henderson Park Connector</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Southern Ridges Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>84B9B4E7222C3608</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20220214184553</td> </tr></table></center>","LINESTRING Z (103.823107517003 1.28999413265077 0, 103.823088323535 1.28992514400409 0, 103.822997196603 1.28959166903866 0, 103.822952078823 1.28942491482553 0, 103.82292058363 1.2893078048724 0, 103.82287836631 1.28915084313236 0, 103.822846655491 1.28902951702822 0, 103.822805837308 1.28884852179616 0, 103.822772437405 1.28868696772576 0, 103.822760720913 1.28856978640772 0, 103.822757328127 1.28854444247245 0, 103.822753167956 1.28852649714297 0, 103.822739498549 1.28850316718526 0, 103.82271929039 1.28849658694182 0)",HENDERSON HILL
284,kml_285,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Henderson Park Connector</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Southern Ridges Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>3F33F18DC05A0FDD</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20220214184553</td> </tr></table></center>","LINESTRING Z (103.82271929039 1.28849658694182 0, 103.822702054575 1.28849718465469 0, 103.822686601493 1.28849120312049 0, 103.822675308685 1.28847804185103 0, 103.822662381468 1.28845596172827 0, 103.822650645885 1.28839357497261 0, 103.822649006117 1.28837679990171 0, 103.822651193274 1.28835089980543 0, 103.822657398702 1.28832566805171 0, 103.822667467851 1.28830173226911 0, 103.822681150923 1.28827968662426 0, 103.822698107369 1.2882600809695 0, 103.822796939127 1.28817494266493 0)",HENDERSON HILL
285,kml_286,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Alexandra Park Connector</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Southern Ridges Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>44DC3F95BE850E69</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20220214184553</td> </tr></table></center>","LINESTRING Z (103.831650080769 1.29199153120342 0, 103.831496025728 1.29196664568817 0, 103.831387616625 1.29195133199677 0, 103.831294422535 1.29193984648951 0, 103.831033867769 1.29193963735738 0, 103.830887923821 1.29197374443655 0, 103.830810467669 1.29199271703074 0, 103.830743172233 1.2920094630867 0, 103.830663699739 1.29203925549546 0, 103.830582986355 1.29206985459381 0, 103.83042681426 1.29212890492227 0, 103.83032256714 1.2921683396297 0, 103.830294857886 1.29217505179248 0, 103.830215606436 1.29219423598757 0, 103.830054851785 1.29223248227808 0, 103.829976910407 1.29225065448308 0, 103.829819283577 1.29228765906976 0, 103.829568343991 1.29234570988804 0, 103.829423616627 1.29237947684298 0, 103.829265820854 1.29241695528194 0, 103.829022898034 1.29247720004789 0, 103.828940340821 1.29250043846484 0, 103.828615319014 1.29258902855481 0, 103.828543997213 1.29258783194575 0, 103.828314577835 1.29255672496646 0, 103.828074461313 1.29252681441875 0, 103.827771342614 1.29249092224101 0, 103.827507451578 1.2924586186375 0, 103.827212654298 1.29242152993722 0, 103.826485171317 1.29232581551853 0, 103.826305582413 1.2923075188196 0, 103.826225749657 1.29229632708103 0, 103.826147355541 1.29225903718317 0, 103.826007564842 1.29225329406452 0)",BUKIT HO SWEE
286,kml_287,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Alexandra Park Connector</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Southern Ridges Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>F11977C32AE95E2E</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20220214184553</td> </tr></table></center>","LINESTRING Z (103.825906924812 1.29276908921833 0, 103.825846966995 1.29272692936072 0, 103.825818091147 1.29251926268796 0, 103.82581191922 1.29246472675609 0, 103.825816567172 1.29222938209634 0)",
287,kml_288,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Alexandra Park Connector</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Southern Ridges Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>2B1B32D3658E0739</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20220214184553</td> </tr></table></center>","LINESTRING Z (103.826007564842 1.29225329406452 0, 103.825983588735 1.29235901062839 0, 103.826015638041 1.29263847392975 0, 103.826045380414 1.29273627655228 0)",
288,kml_289,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Alexandra Park Connector</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Southern Ridges Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>1A753E3E6D00F9DF</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20220214184553</td> </tr></table></center>","LINESTRING Z (103.826045380414 1.29273627655228 0, 103.825906924812 1.29276908921833 0)",CHATSWORTH
289,kml_290,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Alexandra Park Connector</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Southern Ridges Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>8D20AE9312CFA50B</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20220214184553</td> </tr></table></center>","LINESTRING Z (103.825816567172 1.29222938209634 0, 103.825003828264 1.29202717079988 0, 103.824688823219 1.29188360091664 0, 103.824508141933 1.29180703133717 0, 103.824434442693 1.29178310248893 0, 103.824352422061 1.29175797803863 0, 103.824276345261 1.29174003155082 0, 103.82423474099 1.29173285345745 0, 103.824156286611 1.29172567432538 0, 103.824084964841 1.29172328111577 0, 103.823988563873 1.29171835106809 0, 103.82395318197 1.29172145743016 0, 103.823857601321 1.29173020951634 0, 103.823678504745 1.29174742342285 0, 103.823590341564 1.29175493021684 0, 103.82347559143 1.29175969848734 0, 103.823409175704 1.29175628244117 0, 103.823288773708 1.29176940339469 0)",ALEXANDRA NORTH
290,kml_291,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Alexandra Park Connector</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Southern Ridges Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>38635561BFB8C040</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20220214184553</td> </tr></table></center>","LINESTRING Z (103.815719540687 1.29253002861465 0, 103.815738590215 1.29259798724142 0, 103.815855909204 1.29313722281051 0)",ALEXANDRA NORTH
291,kml_292,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Alexandra Queensway PC</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Southern Ridges Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>1AFC3FE134F1EC7C</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20220214184553</td> </tr></table></center>","LINESTRING Z (103.802382267945 1.2852413136674 0, 103.802408984501 1.28529312233798 0, 103.802429680983 1.28533325739445 0, 103.802450377464 1.2853733915464 0, 103.802471073048 1.28541352569817 0, 103.802491769532 1.28545366075414 0, 103.802512466016 1.2854937949056 0, 103.8025331625 1.28553392996124 0, 103.802555165471 1.28557334877566 0, 103.802577369716 1.28561265906857 0, 103.802599573064 1.28565196936127 0, 103.802621776412 1.28569127874944 0, 103.802643980659 1.28573058904177 0, 103.802666184009 1.2857698993339 0, 103.802688388258 1.28580920872149 0, 103.802710591609 1.28584851901325 0, 103.80273279496 1.28588782840044 0, 103.802754999211 1.28592713869184 0, 103.802777202564 1.28596644898303 0, 103.802799406816 1.28600575836967 0, 103.80282161017 1.28604506866047 0, 103.802843813525 1.28608437895108 0, 103.802866017779 1.28612368833715 0, 103.802888221136 1.28616299862738 0, 103.802910424493 1.28620230801308 0, 103.802932628749 1.28624161830294 0, 103.802956176333 1.28628006403598 0, 103.80298228927 1.28631686023816 0, 103.803008402207 1.28635365553573 0, 103.803034515145 1.2863904517374 0, 103.803060627185 1.28642724793878 0, 103.803086740125 1.28646404323557 0, 103.803118576828 1.28649551279614 0, 103.803152986081 1.28652458582031 0, 103.803187396234 1.28655365884404 0, 103.803221806387 1.28658273186731 0, 103.803256215642 1.28661180579448 0, 103.803290625797 1.28664087881682 0, 103.803325035054 1.28666995183872 0, 103.80335944521 1.28669902486017 0, 103.803393855367 1.28672809878553 0, 103.803428264626 1.28675717180606 0, 103.803462674785 1.28678624482614 0, 103.803497084046 1.28681531784574 0, 103.803531494206 1.28684439176928 0, 103.803566938603 1.28687206393911 0, 103.803604509879 1.28689685754032 0, 103.803642082054 1.28692165023663 0, 103.803679653332 1.28694644383675 0, 103.80371722461 1.28697123743634 0, 103.803754796787 1.28699603103538 0, 103.803792368067 1.2870208237295 0, 103.803829939347 1.28704561732744 0, 103.803867510628 1.28707041092485 0, 103.803906713691 1.28709245708046 0, 103.803946623022 1.2871131593576 0, 103.803987740021 1.28713138187992 0, 103.804029754688 1.28714730189922 0, 103.804072297714 1.28716180297562 0, 103.804115826477 1.28717299770505 0, 103.804159721864 1.28718244882267 0, 103.804204018023 1.2871900034912 0, 103.804248727547 1.28719428707631 0, 103.804293538624 1.28719706127699 0, 103.804338464743 1.28719720739416 0, 103.804348175053 1.28721630678498 0)",ALEXANDRA HILL
292,kml_293,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Alexandra Queensway PC</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Southern Ridges Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>7AEB5A6A8F816830</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20220214184553</td> </tr></table></center>","LINESTRING Z (103.802346368529 1.28517169703766 0, 103.802349641833 1.28517804481398 0, 103.802370338312 1.28521818077531 0, 103.802382267945 1.2852413136674 0)",ALEXANDRA HILL
293,kml_294,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Alexandra Queensway PC</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Southern Ridges Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>82EFC0A00A8215DA</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20220214184553</td> </tr></table></center>","LINESTRING Z (103.802147314147 1.28480048632089 0, 103.802155351414 1.2848144253939 0, 103.802177901587 1.28485353492549 0, 103.80220045266 1.28489264445691 0, 103.802222717995 1.28493191134409 0, 103.802243414471 1.28497204640207 0, 103.802264110947 1.2850121805555 0, 103.802284806525 1.28505231561312 0, 103.802305503003 1.28509244976622 0, 103.802346368529 1.28517169703766 0)",ALEXANDRA HILL
294,kml_295,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Alexandra Queensway PC</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Southern Ridges Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>B6A30DBE626D7C67</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20220214184553</td> </tr></table></center>","LINESTRING Z (103.802178864629 1.28137859915049 0, 103.802145889279 1.28144387308494 0)",
295,kml_296,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Kallang Park Connector</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Central Urban Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>68F60EA6944889D1</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20220214184553</td> </tr></table></center>","LINESTRING Z (103.870870625515 1.31079057894982 0, 103.870577165936 1.31116358489256 0, 103.87055486538 1.31119925336338 0, 103.870528087553 1.31124830920908 0, 103.870505786996 1.31128397677509 0, 103.870496884306 1.31129288489874 0, 103.870465722193 1.31132405971382 0, 103.870398933207 1.31139532915672 0, 103.870363319746 1.31143095803218 0, 103.870318817005 1.31147102656484 0, 103.870002747148 1.3117872269293 0, 103.869949325592 1.31184067023414 0, 103.869918150951 1.3118763116992 0, 103.869891426758 1.3119075000075 0, 103.869860278044 1.31193420725429 0, 103.869838006095 1.3119609415013 0, 103.869788996537 1.31202333071199 0, 103.869766752313 1.31204113164514 0, 103.86973557587 1.31207677401238 0, 103.869677649299 1.31215253709422 0, 103.869655376448 1.31217927224404 0, 103.869642008091 1.31219709927298 0, 103.86962415976 1.3122283145798 0, 103.869601874393 1.31225951548141 0, 103.869584038577 1.31228626322698 0, 103.869575081325 1.31231303797392 0, 103.869570587937 1.31233089200403 0, 103.869548247116 1.31237996043603 0, 103.869534836717 1.31241118833866 0, 103.869521440631 1.31243795048896 0, 103.869508002506 1.31247811260907 0, 103.869503522531 1.31249149998243 0, 103.869499030042 1.31250935401237 0, 103.869481071699 1.31257630347552 0, 103.869467592431 1.31262986556524 0, 103.869449661813 1.31268788171491 0, 103.869428324026 1.31281770626634 0, 103.869395220373 1.31299218217821 0, 103.869386305479 1.31302807382264 0, 103.869349937966 1.31324281480299 0, 103.869707853166 1.31333641402874 0)",BOON KENG
296,kml_297,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Kallang Park Connector</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Central Urban Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>7E66F4E6454B46C0</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20220214184553</td> </tr></table></center>","LINESTRING Z (103.870330535779 1.31567965216009 0, 103.87008019925 1.31608308293887 0)",
297,kml_298,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Kallang Park Connector</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Central Urban Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>AF6AE2256DF0C6D1</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20220214184553</td> </tr></table></center>","LINESTRING Z (103.869394472145 1.31351215742617 0, 103.869600535851 1.31408806731775 0, 103.869762455226 1.31456999808393 0, 103.869813784947 1.31494501739684 0, 103.869874144142 1.31525305843431 0, 103.869904736319 1.31538577437911 0, 103.869973206815 1.31545181458641 0, 103.870162926726 1.31557413250111 0, 103.870330535779 1.31567965216009 0)",BOON KENG
298,kml_299,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Kallang Park Connector</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Central Urban Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>3C07000159A67C21</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20220214184553</td> </tr></table></center>","LINESTRING Z (103.87008019925 1.31608308293887 0, 103.870010599593 1.31604013298657 0, 103.869940180508 1.31600050929696 0, 103.869856089803 1.31594868231215 0, 103.86979778537 1.31593583938585 0, 103.869749632839 1.31592840440876 0, 103.869646229558 1.31593624133977 0, 103.869569139764 1.31596725674422 0, 103.869535069698 1.31598625432284 0, 103.869507790861 1.31600415209467 0, 103.869489495798 1.31602668641199 0, 103.869452905672 1.31607175775934 0, 103.869407004255 1.31614400358639 0, 103.869223598662 1.31641367237073 0, 103.869145670769 1.31652649206595 0, 103.869090599818 1.31661227906961 0, 103.868966817131 1.3167928001477 0, 103.868783411445 1.31706246980501 0, 103.868728386232 1.31714371146426 0, 103.868668798236 1.31722945059211 0, 103.86856335813 1.31738289200257 0, 103.868196547445 1.31792222943774 0, 103.868095667367 1.31807117155135 0, 103.868031471683 1.3181659534698 0, 103.867980962542 1.31824724117226 0, 103.867971792114 1.31826078144602 0, 103.86795321705 1.31831058596358 0, 103.867902241283 1.31843732160481 0, 103.86785121795 1.31856860077291 0, 103.867846561844 1.31858218801018 0, 103.867852186831 1.31858620421446 0)",GEYLANG BAHRU
299,kml_300,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Kallang Park Connector</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Central Urban Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>77080464CE6902FB</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20220214184553</td> </tr></table></center>","LINESTRING Z (103.867517982329 1.32437265297648 0, 103.86750550478 1.3244867649533 0, 103.867503879041 1.32453366893438 0, 103.867466554579 1.32464002994773 0, 103.867451339946 1.32468214279414 0, 103.867426615518 1.32476062750206 0, 103.867399988497 1.32481326911721 0, 103.867346736249 1.32491855325099 0, 103.867272561223 1.32502766584694 0, 103.867166054661 1.32515400793267 0, 103.866670010355 1.32559775921226 0, 103.866562769172 1.32569051047342 0)",GEYLANG BAHRU
